ANO,TRIMESTRE,PROVEEDOR,COD_DEPARTAMENTO,DEPARTAMENTO,MUNICIPIO,CAB_MUNICIPAL,COBERT_2G,COBERT_3G,COBERT_4G,COBERT_LTE
2018,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,NOBSA,N,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SARDINATA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,GUÁTICA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,CAJICÁ,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,CALOTO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,LA FLORIDA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,LA MONTAÑITA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,GÜEPSA,N,N,N,N,N
2018,1,AVANTEL S.A.S,05,ANTIOQUIA,MEDELLÍN,S,S,N,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,RICAURTE,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,MONIQUIRÁ,S,S,S,N,S
2018,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,SANTA BÁRBARA,S,N,N,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,97,VAUPÉS,YAVARATÉ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,REMOLINO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,VILLAMARÍA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,FILADELFIA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,PALMIRA,N,N,N,N,N
2018,4,AVANTEL S.A.S,85,CASANARE,SÁCAMA,S,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,PINCHOTE,S,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,IQUIRA,S,S,S,N,S
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,FUSAGASUGÁ,N,N,N,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,BUENAVISTA,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,TULUÁ,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,GUADALUPE,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,IBAGUÉ,N,S,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,PUERTO BOYACÁ,N,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,PEREIRA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,LEIVA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SAN ONOFRE,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TÚQUERRES,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,EL LITORAL DEL SAN JUAN,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,BAJO BAUDÓ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,APARTADÓ,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,CALOTO,N,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,COCORNÁ,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,CERETÉ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,PEREIRA,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,PLANADAS,N,S,N,N,N
2018,2,AVANTEL S.A.S,25,CUNDINAMARCA,ARBELÁEZ,S,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,LOS CÓRDOBAS,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,TITIRIBÍ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,CIUDAD BOLÍVAR,S,S,S,N,S
2018,3,AVANTEL S.A.S,25,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,PRADERA,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,41,HUILA,NEIVA,S,N,N,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,FRESNO,N,S,N,N,N
2018,3,AVANTEL S.A.S,68,SANTANDER,COROMORO,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,COLOSO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,TADÓ,N,N,N,N,N
2018,3,AVANTEL S.A.S,05,ANTIOQUIA,SAN FRANCISCO,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,LÓPEZ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,MARMATO,S,S,S,N,S
2018,2,AVANTEL S.A.S,05,ANTIOQUIA,CALDAS,S,S,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,OCAÑA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,BAGADÓ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAHAGÚN,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,TIERRALTA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,SANTA ROSA DE OSOS,N,N,N,N,N
2018,4,AVANTEL S.A.S,52,NARIÑO,SAMANIEGO,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,TUTA,N,S,S,N,N
2018,1,AVANTEL S.A.S,54,NORTE DE SANTANDER,LA PLAYA,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TUMACO - SAN ANDRES DE TUMACO,N,N,N,N,N
2018,4,AVANTEL S.A.S,66,RISARALDA,SANTUARIO,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,PUENTE NACIONAL,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,ARAUQUITA,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,50,META,MAPIRIPÁN,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TUMACO - SAN ANDRES DE TUMACO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TUMACO - SAN ANDRES DE TUMACO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,99,VICHADA,CUMARIBO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,PEREIRA,N,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,ARBOLEDAS,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,RIOBLANCO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,BARBACOAS,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,TAME,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN BERNARDO DEL VIENTO,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,SAMANÁ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,MACARAVITA,N,N,N,N,N
2018,4,AVANTEL S.A.S,85,CASANARE,MONTERREY,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,SAN JERÓNIMO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,MACARAVITA,N,S,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,BUGALAGRANDE,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,MAGANGUÉ,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,SANDONÁ,N,N,N,N,N
2018,2,AVANTEL S.A.S,63,QUINDÍO,SALENTO,S,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,MOCOA,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,MEDELLÍN,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,OVEJAS,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,44,LA GUAJIRA,RIOHACHA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,AGUADAS,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,CONSACÁ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,BARRANCO DE LOBA,N,N,N,N,N
2018,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,85,CASANARE,VILLANUEVA,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,SAN LUIS,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,BUENAVISTA,N,N,N,N,N
2018,3,AVANTEL S.A.S,05,ANTIOQUIA,ANZA,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,MOSQUERA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,COROZAL,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,UNGUÍA,N,S,N,N,N
2018,3,AVANTEL S.A.S,44,LA GUAJIRA,HATONUEVO,S,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,08,ATLÁNTICO,TUBARÁ,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,CALOTO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SAN ONOFRE,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,CHAPARRAL,N,N,N,N,N
2018,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,CHÍA,S,N,N,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,ALTO BAUDÓ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,PUERTO RONDÓN,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SAN CALIXTO,N,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,TONA,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,BUESACO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,VILLAPINZÓN,S,S,S,N,S
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,ANDES,N,N,S,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,23,CÓRDOBA,CANALETE,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,ALTOS DEL ROSARIO,N,S,S,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,PEDRAZA,S,N,S,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,08,ATLÁNTICO,PUERTO COLOMBIA,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,SOPÓ,N,S,N,N,N
2018,4,AVANTEL S.A.S,68,SANTANDER,ZAPATOCA,S,N,N,N,N
2018,3,AVANTEL S.A.S,15,BOYACÁ,LA UVITA,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,MONTERÍA,S,S,S,N,S
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,NECHÍ,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,QUINCHÍA,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,41,HUILA,NEIVA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,NUQUÍ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,MARÍA LA BAJA,N,S,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,70,SUCRE,SAN BENITO ABAD,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,ZIPAQUIRÁ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,MAJAGUAL,N,N,N,N,N
2018,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,23,CÓRDOBA,LORICA,S,N,N,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,ISTMINA,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,PLANETA RICA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,MOSQUERA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,50,META,MAPIRIPÁN,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,BELÉN DE LOS ANDAQUÍES,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,PIJIÑO DEL CARMEN,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,BUENAVENTURA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,MEDELLÍN,N,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,MEDELLÍN,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,ZAPATOCA,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,CHIVATÁ,S,S,S,N,S
2018,3,AVANTEL S.A.S,94,GUAINÍA,BARRANCOMINAS,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,ISTMINA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,VALLEDUPAR,N,N,N,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,RIONEGRO,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SAN JOSÉ DE TOLUVIEJO,N,N,N,N,N
2018,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,41,HUILA,GARZÓN,S,N,N,N,S
2018,2,AVANTEL S.A.S,18,CAQUETA,MORELIA,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,PENSILVANIA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,MELGAR,N,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SAN CALIXTO,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,ULLOA,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,17,CALDAS,ANSERMA,S,N,N,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,50,META,MAPIRIPÁN,N,N,N,N,N
2018,3,AVANTEL S.A.S,13,BOLÍVAR,REGIDOR,S,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,GUADUAS,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,MARGARITA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,TAME,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,ANZOÁTEGUI,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,SAN PELAYO,N,S,S,N,N
2018,2,AVANTEL S.A.S,54,NORTE DE SANTANDER,EL TARRA,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,NÓVITA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,50,META,GRANADA,N,S,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,CHOCONTÁ,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,UNGUÍA,S,S,S,N,S
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,MONTEBELLO,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,50,META,VISTAHERMOSA,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAHAGÚN,N,N,N,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,MONTECRISTO,S,N,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,RIOSUCIO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,11,BOGOTÁ D.C.,"BOGOTÁ, D.C.",S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,SAN ZENÓN,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,NÓVITA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,FLORIDA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,LANDÁZURI,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,CHALÁN,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,CAMPAMENTO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,ALBANIA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TAMINANGO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SUCRE,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,PEREIRA,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,PINILLOS,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,LÉRIDA,N,S,N,N,N
2018,2,AVANTEL S.A.S,08,ATLÁNTICO,SABANAGRANDE,S,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,PUENTE NACIONAL,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,BUGALAGRANDE,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,TRINIDAD,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,GUATAVITA,S,N,S,N,N
2018,2,AVANTEL S.A.S,99,VICHADA,PUERTO CARREÑO,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,ARAUCA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,PUERTO BERRÍO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,RIOBLANCO,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,LA LLANADA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,SAMANÁ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,EL TAMBO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,ANGELÓPOLIS,S,S,S,N,S
2018,2,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,BELMIRA,S,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,PUERTO GUZMÁN,N,S,N,N,N
2018,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,GACHANCIPÁ,S,N,N,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,ROLDANILLO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,CHIQUINQUIRÁ,S,S,S,N,S
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,CARAMANTA,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,CAIMITO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,ROBERTO PAYÁN,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,ANDES,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,MAGANGUÉ,N,N,N,N,N
2018,4,AVANTEL S.A.S,76,VALLE DEL CAUCA,LA VICTORIA,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,MARIQUITA - SAN SEBASTIÁN DE MARIQUITA,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,ARGELIA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,EL CHARCO,N,N,N,N,N
2018,4,AVANTEL S.A.S,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,PRADERA,N,N,N,N,N
2018,1,AVANTEL S.A.S,27,CHOCÓ,BAGADÓ,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,BOLÍVAR,N,N,N,N,N
2018,4,AVANTEL S.A.S,05,ANTIOQUIA,GIRALDO,S,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,CAREPA,S,N,N,N,S
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,LA CUMBRE,N,N,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,EL BANCO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,QUINCHÍA,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,ISNOS,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,CAIMITO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,ORITO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,NUQUÍ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,SATIVANORTE,S,S,S,N,S
2018,4,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,JAMUNDÍ,N,S,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,JERUSALÉN,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,CARTAGENA,N,N,N,N,N
2018,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,CAUCASIA,S,N,N,N,S
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,PIEDRAS,N,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,TIBACUY,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,SAN CAYETANO,N,N,N,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,86,PUTUMAYO,ORITO,S,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,FLANDES,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,PEREIRA,N,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,SOGAMOSO,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,CURUMANÍ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,SAMANIEGO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,ROBERTO PAYÁN,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,DAGUA,N,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,SANTO DOMINGO,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN PELAYO,N,N,N,N,N
